COMPANY NAME,Symbol,Return_1d,Return_7d,Return_15d,Return_21d,Return_30d,Return_45d,Return_60d,PostIPO_price_std
ACME Solar Holdings Limited,ACMESOLAR,-20.9584775086505,-17.4532871972318,-3.60207612456748,-3.84429065743945,-7.43598615916955,-19.8892733564013,-23.2076124567474,24.572959296174
AGS Transact Technologies Limited,AGSTRA,-8.37142857142857,-9.71428571428571,-29.6571428571428,-35.1999999999999,-37.2285714285714,-40.5428571428571,-39.3142857142857,24.1476608351517
ASK Automotive Limited,ASKAUTOLTD,10.7056737588652,2.61347517730496,3.98581560283688,1.06028368794326,1.29078014184396,0.794326241134754,0.585106382978715,10.1597717447175
Aadhar Housing Finance Limited,AADHARHFC,14.6349206349206,9.0,7.95238095238095,7.68253968253967,33.3809523809523,32.9682539682539,41.5396825396825,45.4756331927958
Adani Wilmar Limited,AWL,39.9565217391304,66.8913043478261,50.0217391304347,66.2173913043478,49.3043478260869,82.2826086956521,150.891304347826,86.1281589371603
Aditya Birla Sun Life AMC Limited,ABSLAMC,-12.9353932584269,-12.7247191011235,-18.4353932584269,-16.7570224719101,-19.4241573033707,-23.4073033707865,-24.129213483146,32.3128436059836
Aditya Infotech Limited,CPPLUS,57.9111111111111,57.2666666666666,81.2962962962963,90.074074074074,105.407407407407,107.896296296296,104.251851851851,146.903794644496
Advance Agrolife Limited,ADVANCE,5.01999999999999,10.45,23.25,39.02,37.3199999999999,26.03,15.5999999999999,12.9346780106075
Aequs Limited,AEQUS,22.1209677419354,28.0645161290322,12.3951612903225,10.8790322580645,13.7741935483871,8.52419354838709,16.3064516129032,8.51867640065331
Aeroflex Industries Limited,AEROFLEX,52.3148148148148,44.6481481481481,44.4259259259259,39.8981481481481,39.8518518518518,40.5925925925925,40.7777777777777,4.85912445572147
Aether Industries Limited,AETHER,24.5015576323987,22.4454828660436,16.8847352024922,19.0031152647975,21.0046728971962,42.8971962616822,33.7305295950155,59.5838255057927
Ajax Engineering Limited,AJAXENGG,-3.3704292527822,-4.10969793322734,-3.85532591414944,-2.67885532591415,2.73449920508744,-0.270270270270277,14.2448330683624,41.3833587442148
Akums Drugs and Pharmaceuticals Limited,AKUMS,16.8998527245949,37.7393225331369,48.8586156111929,30.1104565537555,30.2577319587628,25.441826215022,21.4285714285714,72.3597535137553
All Time Plastics Limited,ALLTIME,6.0,10.5272727272727,8.0,6.4,4.74545454545455,-4.94545454545455,-1.89090909090908,15.2099708837891
Allied Blenders and Distillers Limited,ABDL,18.1957295373665,18.1423487544484,9.47686832740213,4.73309608540925,5.86120996441282,6.26690391459075,24.0711743772241,21.4763712905491
Anand Rathi Share and Stock Brokers Limited,ARSSBL,9.1183574879227,7.7536231884058,12.475845410628,25.3743961352656,23.0314009661835,77.1497584541062,59.7101449275362,112.248596342904
Anand Rathi Wealth Limited,ANANDRATHI,-49.1836363636363,-50.0781818181818,-49.34,-44.4181818181818,-46.1472727272727,-47.9545454545454,-50.1890909090909,11.9503542485847
Angel Broking Limited,ANGELBRKG,,,,,,,,
Anthem Biosciences Limited,ANTHEM,28.5087719298245,32.6140350877192,29.2456140350877,32.1491228070175,47.5263157894736,48.0701754385964,48.438596491228,53.6246445209662
Antony Waste Handling Cell Limited,AWHCL,20.1111111111111,19.015873015873,10.4285714285714,-3.87301587301586,-3.88888888888888,-2.12698412698412,-4.65079365079364,35.3571236171183
Anupam Rasayan India Limited,ANURAS,233.521186440677,234.32627118644,222.754237288135,222.631355932203,226.796610169491,227.411016949152,215.351694915254,15.6455730845136
Apeejay Surrendra Park Hotels Limited,PARKHOTELS,29.3032258064516,26.9225806451612,41.9419354838709,36.058064516129,11.2,22.3870967741935,29.8193548387096,15.2242738508512
Aptus Value Housing Finance India Limited,APTUS,-6.03116147308782,-0.28045325779037,-2.71104815864022,-2.48158640226628,-8.59490084985835,-13.0198300283286,-15.9093484419263,20.5358116933507
Archean Chemical Industries Limited,ACI,10.1572481572481,30.6707616707616,22.2800982800982,29.3144963144963,20.8746928746928,35.3218673218673,46.5945945945945,47.2889024029548
Arisinfra Solutions Limited,ARISINFRA,-20.3423423423423,-27.7747747747747,-27.6711711711711,-26.8153153153153,-34.6261261261261,-32.9594594594594,-32.9414414414414,10.9456725521572
Arkade Developers Limited,ARKADE,21.15625,19.1875,19.1015624999999,24.234375,6.74218749999999,10.078125,9.16406249999999,8.75807382606799
Ather Energy Limited,ATHERENERG,-3.4423676012461,-5.71651090342679,-2.18068535825545,0.218068535825541,-3.84735202492212,-0.109034267912779,2.74143302180685,9.25902391235296
Atlanta Electricals Limited,ATLANTAELE,5.1259946949602,18.9124668435013,29.6352785145888,35.4244031830238,29.4694960212201,29.8076923076923,25.2785145888594,75.7195923567122
Avalon Technologies Limited,AVALON,-6.57110091743118,-10.091743119266,-14.7133027522935,-18.3142201834862,-7.72935779816513,1.50229357798165,14.8165137614678,48.3258040112457
Awfis Space Solutions Limited,AWFIS,5.20887728459529,6.6971279373368,26.2010443864229,31.8276762402088,34.6083550913838,60.6919060052219,81.5665796344647,106.096978885222
Azad Engineering Limited,AZAD,32.0706106870228,26.1641221374045,31.6412213740457,26.9656488549618,35.868320610687,82.986641221374,126.440839694656,201.441686587553
BLS E- Services Limited,BLSE,167.274074074074,127.14074074074,184.414814814814,184.488888888888,135.985185185185,131.54074074074,144.614814814814,33.3806236210969
BMW Ventures Limited,BMWVENTLTD,-30.6161616161616,-40.2929292929292,-39.7676767676767,-40.8282828282828,-34.9292929292929,-29.6060606060606,-38.3030303030303,4.63419690479169
Baazar Style Retail Limited,STYLEBAAZA,-3.40616966580976,-7.59640102827763,-7.35218508997429,-9.76863753213367,-6.77377892030848,-10.2442159383033,-12.0051413881748,10.9113636701769
Bajaj Housing Finance Limited,BAJAJHFL,159.285714285714,130.9,118.457142857142,94.3285714285714,100.785714285714,91.5857142857143,81.9857142857142,18.921862764437
Bansal Wire Industries Limited,BANSALWIRE,41.640625,36.8749999999999,39.4335937499999,37.6953125,37.44140625,45.33203125,67.4414062499999,27.8591012742608
Belrise Industries Limited,BELRISE,5.23333333333332,7.6,13.2333333333333,12.7999999999999,18.1999999999999,29.8111111111111,39.6333333333333,11.1953574561703
Bharti Hexacom Limited,BHARTIHEXA,40.1473684210526,64.6701754385964,53.7175438596491,51.4912280701754,56.498245614035,78.7964912280701,87.3403508771929,93.6018431086339
Bikaji Foods International Limited,BIKAJI,6.58666666666666,14.3866666666666,35.3866666666666,36.9133333333333,27.7566666666666,39.7833333333333,39.8833333333333,39.7774918407741
Billionbrains Garage Ventures Limited,GROWW,37.69,69.8899999999999,60.24,54.7899999999999,45.1299999999999,62.11,62.8,11.1751103115893
Blue Jet Healthcare Limited,BLUEJET,17.1849710982658,16.7080924855491,12.0578034682081,10.9653179190751,-0.092485549132946,1.5057803468208,6.02601156069364,23.9315900015021
BlueStone Jewellery and Lifestyle Limited,BLUESTONE,10.6479690522243,4.81624758220502,7.56286266924565,28.4235976789168,16.5667311411992,18.3462282398452,38.017408123791,61.460886710477
Brainbees Solutions Limited,FIRSTCRY,38.0537634408602,35.9354838709677,34.0645161290322,34.4408602150537,40.2903225806451,34.5698924731182,54.4623655913978,33.724900719964
Brigade Hotel Ventures Limited,BRIGHOTEL,-6.33333333333333,-10.0111111111111,-5.05555555555555,-4.52222222222221,-3.56666666666665,-5.67777777777777,-7.98888888888888,1.98087883334164
Burger King India Limited,BURGERKING,,,,,,,,
C.E. Info Systems Limited,MAPMYINDIA,43.5643756050338,55.4762826718296,69.8151016456921,65.3688286544046,65.2100677637947,44.7463697967086,33.5779283639883,141.058874807311
CMS Info Systems Limited,CMSINFO,5.6574074074074,19.9444444444444,36.9212962962963,20.2453703703703,11.5925925925925,9.12962962962963,3.7037037037037,24.8287083261062
CRIZAC LIMITED,CRIZAC,33.7183673469387,39.4285714285714,31.4653061224489,28.6408163265306,20.9183673469387,39.6530612244897,47.8897959183673,21.4225854337581
Campus Activewear Limited,CAMPUS,25.4417808219178,11.4006849315068,12.8493150684931,22.5582191780821,12.1164383561643,11.0753424657534,21.4486301369863,18.0333450400455
Canara HSBC Life Insurance Company Limited,CANHLIFE,4.15094339622642,14.8396226415094,11.0566037735849,15.9056603773584,13.6226415094339,15.6981132075471,17.3679245283018,4.74581369409373
Canara Robeco Asset Management Company Limited,CRAMC,13.8872180451127,20.7706766917293,18.5263157894736,16.3007518796992,11.4172932330827,13.1390977443608,9.22932330827068,10.7413774943528
Capillary Technologies India Limited,CAPILLARY,8.36221837088388,11.6117850953206,14.5493934142114,24.6707105719237,20.1819757365684,13.4922010398613,8.43154246100519,34.9057898731237
Capital Small Finance Bank Limited,CAPITALSFB,-4.27991452991452,-10.0064102564102,-19.4529914529914,-24.4123931623931,-28.6773504273504,-26.0192307692307,-26.1987179487179,43.4250567891725
CarTrade Tech Limited,CARTRADE,-2.36093943139678,-11.2855377008652,-9.27070457354758,-6.14029666254634,-12.5865265760197,-18.6341161928306,-19.4097651421508,100.570321287194
Carraro India Limited,CARRARO,-10.3764204545454,-8.68323863636363,-20.1164772727272,-20.7698863636363,-28.7741477272727,-49.2741477272727,-54.7272727272727,127.375133590284
Ceigall India Limited,CEIGALL,-1.11471321695761,-2.17456359102245,-0.14463840399002,-3.08229426433915,-7.99002493765586,-2.18204488778054,-4.57605985037407,10.4104233480543
Cello World Limited,CELLO,22.8179012345679,20.7731481481481,20.6574074074074,26.1141975308642,24.4691358024691,19.1203703703703,31.7469135802469,27.8391121745408
Chemplast Sanmar Limited,CHEMPLASTS,-2.45841035120147,6.49722735674676,6.92236598890943,3.14232902033271,11.3123844731977,48.1977818853974,22.2550831792975,92.1120849317622
Clean Science and Technology Limited,CLEAN,89.9555555555555,80.6577777777777,82.86,75.1799999999999,68.8666666666666,70.6322222222222,105.725555555555,114.842909041624
Computer Age Management Services Limited,CAMS,-64.8233870967741,-66.0693548387096,-62.1854838709677,-62.5887096774193,-58.9846774193548,-58.3120967741935,-55.099193548387,48.0757900660632
Concord Biotech Limited,CONCORDBIO,26.6963562753036,29.8434547908232,29.3373819163292,35.2510121457489,33.6909581646423,43.4655870445344,55.9473684210526,75.7890453197306
Concord Enviro Systems Limited,CEWATER,7.39657631954351,12.5891583452211,-8.98002853067047,-2.86733238231098,-16.5977175463623,-7.23965763195435,-37.6462196861626,115.918325618884
Corona Remedies Limited,CORONA,35.6967984934086,27.5423728813559,30.4237288135593,38.1450094161958,38.9077212806026,38.0790960451977,50.0094161958568,76.3048678469654
Craftsman Automation Limited,CRAFTSMAN,-0.475167785234894,-3.50201342281879,-3.78456375838926,-10.6442953020134,-13.3946308724832,2.25503355704697,-0.502013422818793,85.1360339747651
Credo Brands Marketing Limited,MUFTI,3.42499999999999,-2.34642857142856,-6.06785714285714,-4.72857142857143,-9.77142857142857,-14.8857142857142,-19.2857142857142,21.5091986966374
Cyient DLM Limited,CYIENTDLM,86.1132075471698,92.6981132075471,80.6415094339622,94.6415094339622,85.3962264150943,114.566037735849,163.849056603773,77.3052814988668
DEE Development Engineers Limited,DEEDEV,61.3300492610837,64.9507389162561,82.7339901477832,77.4384236453201,88.1773399014778,85.1724137931034,72.7093596059113,20.7669580733203
DOMS Industries Limited,DOMS,70.1607594936709,61.2367088607594,65.7139240506329,68.8088607594936,80.9924050632911,78.4911392405063,98.3164556962025,98.2975023177331
Data Patterns (India) Limited,DATAPATTNS,19.3282051282051,28.48547008547,28.434188034188,24.8837606837606,21.8136752136752,20.7829059829059,1.04273504273504,54.8502998212059
Deepak Builders & Engineers India Limited,DBEIL,-23.0098522167487,-24.4778325123152,-26.2463054187192,-29.35960591133,-23.0147783251231,-6.15763546798029,-1.16256157635468,22.0063716963541
Delhivery Limited,DELHIVERY,4.8665297741273,8.88090349075975,6.24229979466118,2.71047227926077,2.81314168377823,22.2279260780287,35.8008213552361,60.8106683152913
Devyani International Limited,DEVYANI,39.6111111111111,27.4444444444444,38.9999999999999,39.5555555555555,34.2777777777777,28.6666666666666,25.1666666666666,5.62361093960099
Dharmaj Crop Guard Limited,DHARMAJ,5.40084388185654,-1.45569620253164,-23.7341772151898,-17.9324894514767,-21.7088607594936,-19.9156118143459,-30.126582278481,30.2837375814935
Dodla Dairy Limited,DODLA,36.3060747663551,34.8621495327102,45.1028037383177,39.3177570093457,42.2616822429906,38.911214953271,28.0560747663551,23.6096750749106
Dr. Agarwal's Health Care Limited,AGARWALEYE,-1.61691542288557,1.20646766169154,4.96268656716417,0.696517412935326,3.22139303482586,10.6716417910447,3.80597014925373,15.8013411124619
Dreamfolks Services Limited,DREAMFOLKS,37.9907975460122,29.7392638036809,19.840490797546,14.6472392638036,14.6165644171779,22.6840490797545,32.5061349693251,29.5588801418134
EMS Limited,EMSLIMITED,26.1137440758293,22.0616113744075,52.2369668246445,53.2748815165876,37.9620853080568,49.0805687203791,94.0710900473933,50.3891957429273
EPACK Durable Limited,EPACK,-8.41304347826086,-14.5652173913043,-21.0,-14.4782608695652,-19.7173913043478,-29.4565217391304,-30.9782608695652,18.8972535167465
ETHOS Limited,ETHOSLTD,-8.23462414578587,-12.2892938496583,-9.36788154897494,-13.5193621867881,-11.3952164009111,-5.34738041002278,12.7334851936218,79.2402404986614
Easy Trip Planners Limited,EASEMYTRIP,-96.7486631016042,-96.5614973262032,-96.7326203208556,-96.6844919786096,-97.1657754010695,-96.9304812834224,-96.1764705882352,0.574132886559001
Ecos (India) Mobility & Hospitality Limited,ECOSMOBLTY,40.8892215568862,43.188622754491,48.6976047904191,44.3023952095808,41.2455089820359,28.8622754491017,16.1826347305389,37.5525453452194
Electronics Mart India Limited,EMIL,57.5423728813559,45.3389830508474,50.1694915254237,63.3050847457627,44.4915254237288,45.2542372881356,46.0169491525423,4.33396057731427
Elin Electronics Limited,ELIN,-9.4412955465587,-10.6315789473684,-6.76518218623482,-10.2267206477732,-16.7854251012145,-30.2267206477732,-41.9554655870445,32.5037692319785
Emcure Pharmaceuticals Limited,EMCURE,34.8353174603174,35.4841269841269,29.2916666666666,29.3055555555555,27.3898809523809,40.3105158730158,37.6865079365079,49.0826801476467
Emmvee Photovoltaic Power Limited,EMMVEE,8.88479262672811,-1.02764976958524,11.7050691244239,-7.05990783410138,-20.3087557603686,-13.479262672811,-2.27188940092166,24.8504324001855
Entero Healthcare Solutions Limited,ENTERO,-8.50556438791732,-7.06279809220985,-17.6033386327504,-11.295707472178,-17.2535771065182,-20.3775834658187,-12.7782193958664,62.8935902177335
Enviro Infra Engineers Limited,EIEL,50.4527027027026,69.7972972972973,122.777027027027,116.837837837837,103.993243243243,80.0337837837837,62.2635135135135,41.6419789909859
Epack Prefab Technologies Limited,EPACKPEB,-4.77941176470588,-7.42156862745097,-1.87745098039216,13.7598039215686,26.7745098039215,61.078431372549,55.6372549019607,58.2111360643714
Equitas Small Finance Bank Limited,EQUITASBNK,-2.42424242424241,-3.3030303030303,1.57575757575758,10.4848484848484,1.87878787878787,15.6666666666666,11.8181818181818,2.46878319748625
Exicom Telesystems Limited,EXICOM,73.556338028169,40.3169014084507,61.3732394366197,43.8028169014084,46.4084507042253,105.492957746478,96.1971830985915,37.0401776710744
FINO Payments Bank Limited,FINOPB,-10.6152512998266,-31.1785095320623,-23.8128249566724,-26.7071057192374,-28.7088388214904,-32.2703639514731,-28.0849220103986,42.1208719893458
FSN Ecommerce Ventures Limited,NYKAA,-67.2071111111111,-68.5475555555555,-64.4808888888889,-63.0648888888888,-68.6693333333333,-68.7875555555555,-70.2897777777777,29.2192784533316
Fedbank Financial Services Limited,FEDFINA,1.82142857142857,-0.67857142857142,5.49999999999999,0.96428571428571,-2.0,-0.107142857142861,-6.17857142857143,5.01786095576876
FiveStar Business Finance Limited,FIVESTAR,3.43881856540084,5.0042194092827,31.3164556962025,19.3122362869198,25.1877637130801,36.5949367088607,24.4430379746835,59.5091137878016
Flair Writing Industries Limited,FLAIR,32.8717105263157,22.0986842105263,21.2006578947368,18.1381578947368,13.6217105263157,15.1282894736842,9.38157894736841,23.0184199532213
Fujiyama Power Systems Limited,UTLSOLAR,-8.40350877192982,-8.32456140350876,-10.4035087719298,-9.09210526315789,-13.5438596491228,-1.31578947368421,-3.74561403508771,9.33383884685436
Fusion Micro Finance Limited,FUSION,-6.12771739130435,-7.14673913043478,-0.298913043478267,3.34239130434782,9.97282608695651,-1.03260869565217,5.88315217391303,22.8835587683551
G R Infraprojects Limited,GRINFRA,102.84348864994,100.831541218638,104.31780167264,89.4121863799283,88.3297491039426,86.0059737156511,85.8912783751493,69.540759990095
GK Energy Limited,GKENERGY,7.49019607843137,15.3921568627451,21.5751633986928,42.954248366013,37.5686274509803,27.9803921568627,11.9607843137254,20.2915152336189
GNG Electronics Limited,EBGNG,39.7004219409282,30.4008438818565,35.886075949367,44.3248945147679,44.2194092827004,49.8945147679324,42.9746835443038,15.1318999216256
GPT Healthcare Limited,GPTHEALTH,-0.645161290322574,-10.9569892473118,-23.2956989247311,-10.3387096774193,-8.41935483870967,-13.8924731182795,-10.0591397849462,12.5854961875054
Gandhar Oil Refinery (India) Limited,GANDHAR,64.2958579881657,59.1420118343195,81.3668639053254,64.4142011834319,61.0414201183432,52.5798816568047,45.171597633136,19.0462435991482
Ganesh Consumer Products Limited,GANESHCP,-12.2142857142857,-5.91614906832298,-12.8602484472049,-12.3850931677018,-13.0465838509316,-9.68944099378881,-15.1086956521739,9.56488443661052
Garuda Construction and Engineering Limited,GARUDA,8.78947368421052,0.115789473684209,-3.90526315789473,-9.4,-12.7157894736842,-5.84210526315789,0.905263157894736,6.80700304658301
Gland Pharma Limited,GLAND,36.5753333333333,38.1413333333333,53.8186666666666,46.5486666666666,51.6579999999999,60.0226666666666,49.7193333333333,126.173643274429
Global Health Limited,MEDANTA,23.2142857142857,34.1488095238095,36.6160714285714,38.5059523809523,32.8392857142857,36.8839285714285,32.7946428571428,16.9857464055125
Glottis Limited,GLOTTIS,-35.1085271317829,-42.5503875968992,-42.1317829457364,-40.2248062015503,-46.3333333333333,-47.5503875968992,-55.5193798449612,8.31625402163623
Go Digit General Insurance Limited,GODIGIT,10.3676470588235,9.70588235294116,24.8161764705882,25.2941176470588,22.2242647058823,27.7022058823529,26.4522058823529,20.766158367241
Go Fashion (India) Limited,GOCOLORS,88.7028985507246,75.0652173913043,66.391304347826,40.7898550724637,52.4927536231884,54.1884057971014,38.195652173913,126.7225832093
Godavari Biorefineries Limited,GODAVARIB,-0.0284090909090973,-3.92045454545454,-11.0653409090909,-16.3210227272727,0.482954545454542,1.91761363636363,-12.6420454545454,25.7455405292422
Gopal Snacks Limited,GOPAL,-5.89276807980049,-7.11970074812967,-10.5461346633416,-13.2019950124688,-20.9950124688279,-20.4738154613466,-18.1770573566084,25.0187401190159
HDB Financial Services Limited,HDBFS,16.4432432432432,13.2891891891891,8.46486486486486,7.8581081081081,0.856756756756761,5.07432432432431,5.08108108108108,39.0921400576345
HMA Agro Industries Limited,HMAAGRO,-90.5487179487179,-90.4974358974358,-90.1264957264957,-90.0478632478632,-90.3777777777777,-89.9384615384615,-87.1094017094017,7.08753701594432
Happiest Minds Technologies Limited,HAPPSTMNDS,108.993975903614,96.5240963855421,101.301204819277,108.180722891566,88.9518072289156,98.4216867469879,89.2409638554216,13.4151561409367
Happy Forging Limited,HAPPYFORGE,19.1188235294117,18.7388235294117,11.8129411764705,12.6611764705882,12.1929411764705,16.1258823529411,11.3576470588235,28.5533814193028
Hariom Pipe Industries Limited,HARIOMPIPE,58.2287581699346,42.8366013071895,44.2026143790849,38.4640522875816,25.9738562091503,38.0065359477124,24.8300653594771,17.4809181681054
Harsha Engineers International Limited,HARSHA,41.7787878787878,31.1242424242424,34.1212121212121,28.2212121212121,27.7696969696969,22.3212121212121,23.2999999999999,22.0843169951632
Heranba Industries Limited,HERANBA,17.9218500797448,19.8484848484848,1.01594896331738,-0.824561403508765,-1.72886762360447,-1.66666666666667,11.7065390749601,60.2374935053702
Hexaware Technologies Limited,HEXT,10.8064971751412,14.7627118644067,13.7429378531073,6.71751412429377,1.15677966101695,-8.99858757062147,-5.00988700564972,65.8395047860795
Highway Infrastructure Limited,HILINFRA,81.1142857142857,55.2571428571428,34.4285714285714,34.8142857142857,25.4,15.2285714285714,14.7,16.6537461823087
Home First Finance Company India Limited,HOMEFIRST,7.05791505791504,5.62548262548262,3.78185328185328,1.38416988416987,1.24131274131273,-10.2741312741312,-14.4671814671814,42.7946193769619
Honasa Consumer Limited,HONASA,-0.462962962962962,-2.91666666666666,8.9969135802469,37.3919753086419,20.4629629629629,31.2654320987654,46.1265432098765,61.7170964968378
Hyundai Motor India Limited,HYUNDAI,-4.15051020408162,-11.1413265306122,-6.34081632653061,-8.84438775510203,-7.75306122448979,-6.08826530612244,-11.4392857142857,52.8887695793639
ICICI Prudential Asset Management Company Limited,ICICIAMC,19.9210161662817,20.830946882217,23.0318706697459,22.4392609699769,34.2614318706697,35.4226327944572,38.9745958429561,173.837850445807
INOX India Limited,INOXINDIA,37.7515151515151,34.5227272727272,34.4090909090909,30.1742424242424,23.6848484848484,37.6469696969697,70.1,97.9308833529327
IRM ENERGY LIMITED,IRMENERGY,-5.27128712871287,-10.9801980198019,-11.7168316831683,-11.5485148514851,-8.7009900990099,-7.61980198019802,7.39009900990099,34.0064652816546
Indegene Limited,INDGN,22.2566371681415,18.8053097345132,13.7345132743362,17.4159292035398,28.6283185840707,21.4181415929203,29.8407079646017,26.4099670038199
India Pesticides Limited,IPL,13.8682432432432,13.3682432432432,12.5371621621621,13.8682432432432,10.7364864864864,4.96621621621621,6.06756756756756,11.1324981152351
India Shelter Finance Corporation Limited,INDIASHLTR,14.4340770791075,6.75050709939147,9.45233265720081,9.25152129817444,16.1176470588235,38.1521298174442,27.1602434077079,56.1852782361731
Indigo Paints Limited,INDIGOPNTS,94.4067114093959,79.8208053691275,75.6758389261745,66.9302013422818,72.1355704697986,51.9389261744966,54.531543624161,219.286946216486
Indiqube Spaces Limited,INDIQUBE,-7.83966244725738,-14.3755274261603,-9.85654008438819,-7.84810126582278,-7.61181434599155,-4.64135021097046,-2.95358649789029,8.70424773150607
Indogulf Cropsciences Limited,IGCL,-2.34234234234233,-2.35135135135135,2.10810810810811,2.73873873873874,-3.36036036036036,-1.67567567567567,-5.72072072072071,3.32149277971732
Innova Captab Limited,INNOVACAP,18.0312499999999,19.5446428571428,15.5401785714285,20.0580357142857,13.28125,21.3482142857142,19.3236607142857,12.634450823801
Interarch Building Products Limited,INTERARCH,32.1388888888888,27.1799999999999,41.4055555555555,39.1688888888888,51.1188888888888,62.0188888888889,78.1433333333333,160.916088677416
International Gemmological Institute (India) Limited,IGIL,13.199040767386,37.7074340527577,37.8033573141486,37.5323741007194,22.5443645083932,19.5491606714628,0.287769784172659,60.485498104524
Inventurus Knowledge Solutions Limited,IKS,41.8961625282167,61.4522197140707,45.9066967644845,47.0316027088036,44.8946576373213,30.1128668171557,27.0391271632806,152.478942340058
Ivalue Infosolutions Limited,IVALUE,-7.30769230769231,-1.5886287625418,-0.351170568561876,-4.89966555183945,-15.7692307692307,-2.72575250836119,0.117056856187298,16.6047038659589
J G Chemicals Limited,JGCHEM,-11.0859728506787,-15.2398190045248,-22.2171945701357,3.3393665158371,1.7601809954751,20.9502262443439,8.42081447963801,33.0828458642268
JNK India Limited,JNKINDIA,53.6746987951807,53.2313253012048,51.1253012048192,51.8819277108433,54.4457831325301,63.6265060240963,100.043373493975,73.2399820225719
JSW Cement Limited,JSWCEMENT,2.05442176870749,4.74829931972788,0.972789115646263,3.5986394557823,2.23809523809523,-4.578231292517,-5.21768707482992,5.74919828779464
JSW Infrastructure Limited,JSWINFRA,38.0336134453781,42.0504201680672,46.5294117647058,38.6218487394958,43.7226890756302,75.1428571428571,82.0924369747899,21.7910285165598
Jain Resource Recycling Limited,JAINREC,31.2844827586206,40.1982758620689,37.6551724137931,59.1336206896551,66.4008620689655,93.5560344827586,65.4956896551724,50.254297802467
Jana Small Finance Bank Limited,JSFB,3.47826086956521,11.7512077294685,8.26086956521738,5.27777777777778,-5.2415458937198,1.37681159420289,5.09661835748792,22.2342533899729
Juniper Hotels Limited,JUNIPER,21.7222222222222,25.4027777777777,25.1249999999999,32.0277777777777,41.1944444444444,31.6805555555555,32.6388888888888,23.3598556747009
Jupiter Life Line Hospitals Limited,JLHL,44.2503401360544,46.4585034013605,47.5183673469387,47.0149659863945,42.2802721088435,37.3006802721088,35.7795918367346,34.8863386415015
Jyoti CNC Automation Limited,JYOTICNC,29.1691842900302,27.1148036253776,67.3111782477341,74.1993957703927,89.8791540785498,86.1329305135951,87.7039274924471,89.4730399670894
KFin Technologies Limited,KFINTECH,-7.03005464480874,-6.28688524590163,-9.67486338797814,-9.59289617486339,-13.087431693989,-15.4617486338797,-21.0628415300546,19.0985852131213
KRN Heat Exchanger and Refrigeration Limited,KRN,105.549999999999,109.427272727272,110.063636363636,93.640909090909,104.65909090909,238.15909090909,276.522727272727,166.117092222839
KSH International Limited,KSHINTL,-12.2395833333333,-10.4166666666666,0.10416666666666,-13.5677083333333,-5.6640625,-1.60156249999999,,21.9477941184681
